locus_tag	ftype	length_bp	gene	EC_number	COG	product
IENKKHDG_16293	CDS	123				hypothetical protein
IENKKHDG_16294	CDS	129				hypothetical protein
IENKKHDG_16295	CDS	174				hypothetical protein
IENKKHDG_16296	CDS	174				hypothetical protein
IENKKHDG_16297	CDS	123				hypothetical protein
IENKKHDG_16298	CDS	129				hypothetical protein
IENKKHDG_16299	CDS	174				hypothetical protein
IENKKHDG_16300	CDS	123				hypothetical protein
IENKKHDG_16301	CDS	129				hypothetical protein
IENKKHDG_16302	CDS	123				hypothetical protein
IENKKHDG_16303	CDS	129				hypothetical protein
IENKKHDG_16304	CDS	174				hypothetical protein
IENKKHDG_16305	CDS	123				hypothetical protein
IENKKHDG_16306	CDS	129				hypothetical protein
IENKKHDG_16307	CDS	174				hypothetical protein
IENKKHDG_16308	CDS	123				hypothetical protein
IENKKHDG_16309	CDS	129				hypothetical protein
IENKKHDG_16310	CDS	174				hypothetical protein
IENKKHDG_16311	CDS	123				hypothetical protein
IENKKHDG_16312	CDS	129				hypothetical protein
IENKKHDG_16313	CDS	174				hypothetical protein
IENKKHDG_16314	CDS	174				hypothetical protein
IENKKHDG_16315	CDS	123				hypothetical protein
IENKKHDG_16316	CDS	129				hypothetical protein
IENKKHDG_16317	CDS	123				hypothetical protein
IENKKHDG_16318	CDS	129				hypothetical protein
IENKKHDG_16319	CDS	174				hypothetical protein
IENKKHDG_16320	CDS	123				hypothetical protein
IENKKHDG_16321	CDS	129				hypothetical protein
IENKKHDG_16322	CDS	174				hypothetical protein
IENKKHDG_16323	CDS	123				hypothetical protein
IENKKHDG_16324	CDS	129				hypothetical protein
IENKKHDG_16325	CDS	174				hypothetical protein
IENKKHDG_16326	CDS	123				hypothetical protein
IENKKHDG_16327	CDS	129				hypothetical protein
IENKKHDG_16328	CDS	174				hypothetical protein
IENKKHDG_16329	CDS	174				hypothetical protein
IENKKHDG_16330	CDS	174				hypothetical protein
IENKKHDG_16331	CDS	123				hypothetical protein
IENKKHDG_16332	CDS	129				hypothetical protein
IENKKHDG_16333	CDS	174				hypothetical protein
IENKKHDG_16334	CDS	123				hypothetical protein
IENKKHDG_16335	CDS	129				hypothetical protein
IENKKHDG_16336	CDS	123				hypothetical protein
IENKKHDG_16337	CDS	129				hypothetical protein
IENKKHDG_16338	CDS	174				hypothetical protein
IENKKHDG_16339	CDS	123				hypothetical protein
IENKKHDG_16340	CDS	129				hypothetical protein
IENKKHDG_16341	CDS	174				hypothetical protein
IENKKHDG_16342	CDS	174				hypothetical protein
IENKKHDG_16343	CDS	174				hypothetical protein
IENKKHDG_16344	CDS	123				hypothetical protein
IENKKHDG_16345	CDS	129				hypothetical protein
IENKKHDG_16346	CDS	174				hypothetical protein
IENKKHDG_16347	CDS	123				hypothetical protein
IENKKHDG_16348	CDS	129				hypothetical protein
IENKKHDG_16349	CDS	174				hypothetical protein
IENKKHDG_16350	CDS	123				hypothetical protein
IENKKHDG_16351	CDS	129				hypothetical protein
IENKKHDG_16352	CDS	174				hypothetical protein
IENKKHDG_16353	CDS	123				hypothetical protein
IENKKHDG_16354	CDS	129				hypothetical protein
IENKKHDG_16355	CDS	174				hypothetical protein
IENKKHDG_16356	CDS	123				hypothetical protein
IENKKHDG_16357	CDS	129				hypothetical protein
IENKKHDG_16358	CDS	186				hypothetical protein
IENKKHDG_16359	CDS	102				hypothetical protein
IENKKHDG_16360	CDS	129				hypothetical protein
IENKKHDG_16361	CDS	174				hypothetical protein
IENKKHDG_16362	CDS	123				hypothetical protein
IENKKHDG_16363	CDS	129				hypothetical protein
IENKKHDG_16364	CDS	174				hypothetical protein
IENKKHDG_16365	CDS	174				hypothetical protein
IENKKHDG_16366	CDS	123				hypothetical protein
IENKKHDG_16367	CDS	129				hypothetical protein
IENKKHDG_16368	CDS	174				hypothetical protein
IENKKHDG_16369	CDS	123				hypothetical protein
IENKKHDG_16370	CDS	174				hypothetical protein
IENKKHDG_16371	CDS	174				hypothetical protein
IENKKHDG_16372	CDS	174				hypothetical protein
IENKKHDG_16373	CDS	174				hypothetical protein
IENKKHDG_16374	CDS	123				hypothetical protein
IENKKHDG_16375	CDS	129				hypothetical protein
IENKKHDG_16376	CDS	174				hypothetical protein
IENKKHDG_16377	CDS	174				hypothetical protein
IENKKHDG_16378	CDS	123				hypothetical protein
IENKKHDG_16379	CDS	129				hypothetical protein
IENKKHDG_16380	CDS	174				hypothetical protein
IENKKHDG_16381	CDS	123				hypothetical protein
IENKKHDG_16382	CDS	129				hypothetical protein
IENKKHDG_16383	CDS	174				hypothetical protein
IENKKHDG_16384	CDS	123				hypothetical protein
IENKKHDG_16385	CDS	129				hypothetical protein
IENKKHDG_16386	CDS	174				hypothetical protein
IENKKHDG_16387	CDS	123				hypothetical protein
IENKKHDG_16388	CDS	129				hypothetical protein
IENKKHDG_16389	CDS	174				hypothetical protein
IENKKHDG_16390	CDS	123				hypothetical protein
IENKKHDG_16391	CDS	129				hypothetical protein
IENKKHDG_16392	CDS	174				hypothetical protein
IENKKHDG_16393	CDS	123				hypothetical protein
IENKKHDG_16394	CDS	129				hypothetical protein
IENKKHDG_16395	CDS	174				hypothetical protein
IENKKHDG_16396	CDS	174				hypothetical protein
IENKKHDG_16397	CDS	123				hypothetical protein
IENKKHDG_16398	CDS	129				hypothetical protein
IENKKHDG_16399	CDS	174				hypothetical protein
IENKKHDG_16400	CDS	123				hypothetical protein
IENKKHDG_16401	CDS	129				hypothetical protein
IENKKHDG_16402	CDS	174				hypothetical protein
IENKKHDG_16403	CDS	123				hypothetical protein
IENKKHDG_16404	CDS	129				hypothetical protein
IENKKHDG_16405	CDS	174				hypothetical protein
IENKKHDG_16406	CDS	123				hypothetical protein
IENKKHDG_16407	CDS	129				hypothetical protein
IENKKHDG_16408	CDS	174				hypothetical protein
IENKKHDG_16409	CDS	123				hypothetical protein
IENKKHDG_16410	CDS	129				hypothetical protein
IENKKHDG_16411	CDS	174				hypothetical protein
IENKKHDG_16412	CDS	174				hypothetical protein
IENKKHDG_16413	CDS	246				hypothetical protein
IENKKHDG_16414	CDS	129				hypothetical protein
IENKKHDG_16415	CDS	174				hypothetical protein
IENKKHDG_16416	CDS	174				hypothetical protein
IENKKHDG_16417	CDS	174				hypothetical protein
IENKKHDG_16418	CDS	123				hypothetical protein
IENKKHDG_16419	CDS	129				hypothetical protein
IENKKHDG_16420	CDS	174				hypothetical protein
IENKKHDG_16421	CDS	123				hypothetical protein
IENKKHDG_16422	CDS	129				hypothetical protein
IENKKHDG_16423	CDS	174				hypothetical protein
IENKKHDG_16424	CDS	123				hypothetical protein
IENKKHDG_16425	CDS	129				hypothetical protein
IENKKHDG_16426	CDS	174				hypothetical protein
IENKKHDG_16427	CDS	174				hypothetical protein
IENKKHDG_16428	CDS	123				hypothetical protein
IENKKHDG_16429	CDS	129				hypothetical protein
IENKKHDG_16430	CDS	174				hypothetical protein
IENKKHDG_16431	CDS	123				hypothetical protein
IENKKHDG_16432	CDS	129				hypothetical protein
IENKKHDG_16433	CDS	225				hypothetical protein
IENKKHDG_16434	CDS	174				hypothetical protein
IENKKHDG_16435	CDS	123				hypothetical protein
IENKKHDG_16436	CDS	129				hypothetical protein
IENKKHDG_16437	CDS	174				hypothetical protein
IENKKHDG_16438	CDS	123				hypothetical protein
IENKKHDG_16439	CDS	129				hypothetical protein
IENKKHDG_16440	CDS	174				hypothetical protein
IENKKHDG_16441	CDS	123				hypothetical protein
IENKKHDG_16442	CDS	129				hypothetical protein
IENKKHDG_16443	CDS	174				hypothetical protein
IENKKHDG_16444	CDS	123				hypothetical protein
IENKKHDG_16445	CDS	129				hypothetical protein
IENKKHDG_16446	CDS	174				hypothetical protein
IENKKHDG_16447	CDS	174				hypothetical protein
IENKKHDG_16448	CDS	123				hypothetical protein
IENKKHDG_16449	CDS	129				hypothetical protein
IENKKHDG_16450	CDS	174				hypothetical protein
IENKKHDG_16451	CDS	123				hypothetical protein
IENKKHDG_16452	CDS	129				hypothetical protein
IENKKHDG_16453	CDS	180				hypothetical protein
IENKKHDG_16454	CDS	105				hypothetical protein
IENKKHDG_16455	CDS	174				hypothetical protein
IENKKHDG_16456	CDS	174				hypothetical protein
IENKKHDG_16457	CDS	174				hypothetical protein
IENKKHDG_16458	CDS	174				hypothetical protein
IENKKHDG_16459	CDS	174				hypothetical protein
IENKKHDG_16460	CDS	123				hypothetical protein
IENKKHDG_16461	CDS	129				hypothetical protein
IENKKHDG_16462	CDS	174				hypothetical protein
IENKKHDG_16463	CDS	123				hypothetical protein
IENKKHDG_16464	CDS	129				hypothetical protein
IENKKHDG_16465	CDS	174				hypothetical protein
IENKKHDG_16466	CDS	123				hypothetical protein
IENKKHDG_16467	CDS	129				hypothetical protein
IENKKHDG_16468	CDS	174				hypothetical protein
IENKKHDG_16469	CDS	123				hypothetical protein
IENKKHDG_16470	CDS	129				hypothetical protein
IENKKHDG_16471	CDS	174				hypothetical protein
IENKKHDG_16472	CDS	174				hypothetical protein
IENKKHDG_16473	CDS	123				hypothetical protein
IENKKHDG_16474	CDS	129				hypothetical protein
IENKKHDG_16475	CDS	174				hypothetical protein
IENKKHDG_16476	CDS	174				hypothetical protein
IENKKHDG_16477	CDS	174				hypothetical protein
IENKKHDG_16478	CDS	123				hypothetical protein
IENKKHDG_16479	CDS	129				hypothetical protein
IENKKHDG_16480	CDS	174				hypothetical protein
IENKKHDG_16481	CDS	249				hypothetical protein
IENKKHDG_16482	CDS	150				hypothetical protein
IENKKHDG_16483	CDS	174				hypothetical protein
IENKKHDG_16484	CDS	123				hypothetical protein
IENKKHDG_16485	CDS	129				hypothetical protein
IENKKHDG_16486	CDS	174				hypothetical protein
IENKKHDG_16487	CDS	174				hypothetical protein
IENKKHDG_16488	CDS	123				hypothetical protein
IENKKHDG_16489	CDS	129				hypothetical protein
IENKKHDG_16490	CDS	174				hypothetical protein
IENKKHDG_16491	CDS	123				hypothetical protein
IENKKHDG_16492	CDS	129				hypothetical protein
IENKKHDG_16493	CDS	174				hypothetical protein
IENKKHDG_16494	CDS	174				hypothetical protein
IENKKHDG_16495	CDS	123				hypothetical protein
IENKKHDG_16496	CDS	129				hypothetical protein
IENKKHDG_16497	CDS	174				hypothetical protein
IENKKHDG_16498	CDS	174				hypothetical protein
IENKKHDG_16499	CDS	123				hypothetical protein
IENKKHDG_16500	CDS	129				hypothetical protein
IENKKHDG_16501	CDS	174				hypothetical protein
IENKKHDG_16502	CDS	123				hypothetical protein
IENKKHDG_16503	CDS	129				hypothetical protein
IENKKHDG_16504	CDS	174				hypothetical protein
IENKKHDG_16505	CDS	123				hypothetical protein
IENKKHDG_16506	CDS	129				hypothetical protein
IENKKHDG_16507	CDS	174				hypothetical protein
IENKKHDG_16508	CDS	123				hypothetical protein
IENKKHDG_16509	CDS	129				hypothetical protein
IENKKHDG_16510	CDS	174				hypothetical protein
IENKKHDG_16511	CDS	123				hypothetical protein
IENKKHDG_16512	CDS	129				hypothetical protein
IENKKHDG_16513	CDS	174				hypothetical protein
IENKKHDG_16514	CDS	123				hypothetical protein
IENKKHDG_16515	CDS	129				hypothetical protein
IENKKHDG_16516	CDS	174				hypothetical protein
IENKKHDG_16517	CDS	123				hypothetical protein
IENKKHDG_16518	CDS	129				hypothetical protein
IENKKHDG_16519	CDS	174				hypothetical protein
IENKKHDG_16520	CDS	174				hypothetical protein
IENKKHDG_16521	CDS	123				hypothetical protein
IENKKHDG_16522	CDS	129				hypothetical protein
IENKKHDG_16523	CDS	174				hypothetical protein
IENKKHDG_16524	CDS	123				hypothetical protein
IENKKHDG_16525	CDS	129				hypothetical protein
IENKKHDG_16526	CDS	174				hypothetical protein
IENKKHDG_16527	CDS	174				hypothetical protein
IENKKHDG_16528	CDS	123				hypothetical protein
IENKKHDG_16529	CDS	129				hypothetical protein
IENKKHDG_16530	CDS	174				hypothetical protein
IENKKHDG_16531	CDS	174				hypothetical protein
IENKKHDG_16532	CDS	123				hypothetical protein
IENKKHDG_16533	CDS	129				hypothetical protein
IENKKHDG_16534	CDS	174				hypothetical protein
IENKKHDG_16535	CDS	123				hypothetical protein
IENKKHDG_16536	CDS	129				hypothetical protein
IENKKHDG_16537	CDS	174				hypothetical protein
IENKKHDG_16538	CDS	123				hypothetical protein
IENKKHDG_16539	CDS	129				hypothetical protein
IENKKHDG_16540	CDS	174				hypothetical protein
IENKKHDG_16541	CDS	123				hypothetical protein
IENKKHDG_16542	CDS	129				hypothetical protein
IENKKHDG_16543	CDS	174				hypothetical protein
IENKKHDG_16544	CDS	174				hypothetical protein
IENKKHDG_16545	CDS	123				hypothetical protein
IENKKHDG_16546	CDS	129				hypothetical protein
IENKKHDG_16547	CDS	174				hypothetical protein
IENKKHDG_16548	CDS	123				hypothetical protein
IENKKHDG_16549	CDS	129				hypothetical protein
IENKKHDG_16550	CDS	174				hypothetical protein
IENKKHDG_16551	CDS	123				hypothetical protein
IENKKHDG_16552	CDS	129				hypothetical protein
IENKKHDG_16553	CDS	174				hypothetical protein
IENKKHDG_16554	CDS	123				hypothetical protein
IENKKHDG_16555	CDS	129				hypothetical protein
IENKKHDG_16556	CDS	174				hypothetical protein
IENKKHDG_16557	CDS	171				hypothetical protein
IENKKHDG_16558	CDS	120				hypothetical protein
IENKKHDG_16559	CDS	129				hypothetical protein
IENKKHDG_16560	CDS	174				hypothetical protein
IENKKHDG_16561	CDS	123				hypothetical protein
IENKKHDG_16562	CDS	129				hypothetical protein
IENKKHDG_16563	CDS	174				hypothetical protein
IENKKHDG_16564	CDS	123				hypothetical protein
IENKKHDG_16565	CDS	129				hypothetical protein
IENKKHDG_16566	CDS	174				hypothetical protein
IENKKHDG_16567	CDS	174				hypothetical protein
IENKKHDG_16568	CDS	174				hypothetical protein
IENKKHDG_16569	CDS	174				hypothetical protein
IENKKHDG_16570	CDS	123				hypothetical protein
IENKKHDG_16571	CDS	129				hypothetical protein
IENKKHDG_16572	CDS	174				hypothetical protein
IENKKHDG_16573	CDS	123				hypothetical protein
IENKKHDG_16574	CDS	129				hypothetical protein
IENKKHDG_16575	CDS	174				hypothetical protein
IENKKHDG_16576	CDS	123				hypothetical protein
IENKKHDG_16577	CDS	129				hypothetical protein
IENKKHDG_16578	CDS	174				hypothetical protein
IENKKHDG_16579	CDS	174				hypothetical protein
IENKKHDG_16580	CDS	123				hypothetical protein
IENKKHDG_16581	CDS	129				hypothetical protein
IENKKHDG_16582	CDS	174				hypothetical protein
IENKKHDG_16583	CDS	174				hypothetical protein
IENKKHDG_16584	CDS	123				hypothetical protein
IENKKHDG_16585	CDS	129				hypothetical protein
IENKKHDG_16586	CDS	174				hypothetical protein
IENKKHDG_16587	CDS	123				hypothetical protein
IENKKHDG_16588	CDS	129				hypothetical protein
IENKKHDG_16589	CDS	174				hypothetical protein
IENKKHDG_16590	CDS	123				hypothetical protein
IENKKHDG_16591	CDS	129				hypothetical protein
IENKKHDG_16592	CDS	174				hypothetical protein
IENKKHDG_16593	CDS	174				hypothetical protein
IENKKHDG_16594	CDS	123				hypothetical protein
IENKKHDG_16595	CDS	129				hypothetical protein
IENKKHDG_16596	CDS	174				hypothetical protein
IENKKHDG_16597	CDS	123				hypothetical protein
IENKKHDG_16598	CDS	129				hypothetical protein
IENKKHDG_16599	CDS	174				hypothetical protein
IENKKHDG_16600	CDS	123				hypothetical protein
IENKKHDG_16601	CDS	129				hypothetical protein
IENKKHDG_16602	CDS	174				hypothetical protein
IENKKHDG_16603	CDS	123				hypothetical protein
IENKKHDG_16604	CDS	129				hypothetical protein
IENKKHDG_16605	CDS	174				hypothetical protein
IENKKHDG_16606	CDS	174				hypothetical protein
IENKKHDG_16607	CDS	174				hypothetical protein
IENKKHDG_16608	CDS	123				hypothetical protein
IENKKHDG_16609	CDS	129				hypothetical protein
IENKKHDG_16610	CDS	174				hypothetical protein
IENKKHDG_16611	CDS	123				hypothetical protein
IENKKHDG_16612	CDS	129				hypothetical protein
IENKKHDG_16613	CDS	174				hypothetical protein
IENKKHDG_16614	CDS	174				hypothetical protein
IENKKHDG_16615	CDS	123				hypothetical protein
IENKKHDG_16616	CDS	129				hypothetical protein
IENKKHDG_16617	CDS	174				hypothetical protein
IENKKHDG_16618	CDS	174				hypothetical protein
IENKKHDG_16619	CDS	123				hypothetical protein
IENKKHDG_16620	CDS	129				hypothetical protein
IENKKHDG_16621	CDS	174				hypothetical protein
IENKKHDG_16622	CDS	174				hypothetical protein
IENKKHDG_16623	CDS	174				hypothetical protein
IENKKHDG_16624	CDS	174				hypothetical protein
IENKKHDG_16625	CDS	123				hypothetical protein
IENKKHDG_16626	CDS	129				hypothetical protein
IENKKHDG_16627	CDS	174				hypothetical protein
IENKKHDG_16628	CDS	174				hypothetical protein
IENKKHDG_16629	CDS	123				hypothetical protein
IENKKHDG_16630	CDS	129				hypothetical protein
IENKKHDG_16631	CDS	174				hypothetical protein
IENKKHDG_16632	CDS	174				hypothetical protein
IENKKHDG_16633	CDS	123				hypothetical protein
IENKKHDG_16634	CDS	129				hypothetical protein
IENKKHDG_16635	CDS	213				hypothetical protein
IENKKHDG_16636	CDS	174				hypothetical protein
IENKKHDG_16637	CDS	123				hypothetical protein
IENKKHDG_16638	CDS	129				hypothetical protein
IENKKHDG_16639	CDS	174				hypothetical protein
IENKKHDG_16640	CDS	129				hypothetical protein
IENKKHDG_16641	CDS	174				hypothetical protein
IENKKHDG_16642	CDS	123				hypothetical protein
IENKKHDG_16643	CDS	129				hypothetical protein
IENKKHDG_16644	CDS	174				hypothetical protein
IENKKHDG_16645	CDS	123				hypothetical protein
IENKKHDG_16646	CDS	129				hypothetical protein
IENKKHDG_16647	CDS	174				hypothetical protein
IENKKHDG_16648	CDS	123				hypothetical protein
IENKKHDG_16649	CDS	114				hypothetical protein
IENKKHDG_16650	CDS	174				hypothetical protein
IENKKHDG_16651	CDS	174				hypothetical protein
IENKKHDG_16652	CDS	174				hypothetical protein
IENKKHDG_16653	CDS	123				hypothetical protein
IENKKHDG_16654	CDS	129				hypothetical protein
IENKKHDG_16655	CDS	174				hypothetical protein
IENKKHDG_16656	CDS	174				hypothetical protein
IENKKHDG_16657	CDS	174				hypothetical protein
IENKKHDG_16658	CDS	123				hypothetical protein
IENKKHDG_16659	CDS	129				hypothetical protein
IENKKHDG_16660	CDS	174				hypothetical protein
IENKKHDG_16661	CDS	123				hypothetical protein
IENKKHDG_16662	CDS	129				hypothetical protein
IENKKHDG_16663	CDS	174				hypothetical protein
IENKKHDG_16664	CDS	174				hypothetical protein
IENKKHDG_16665	CDS	174				hypothetical protein
IENKKHDG_16666	CDS	123				hypothetical protein
IENKKHDG_16667	CDS	129				hypothetical protein
IENKKHDG_16668	CDS	174				hypothetical protein
IENKKHDG_16669	CDS	123				hypothetical protein
IENKKHDG_16670	CDS	129				hypothetical protein
IENKKHDG_16671	CDS	174				hypothetical protein
IENKKHDG_16672	CDS	123				hypothetical protein
IENKKHDG_16673	CDS	129				hypothetical protein
IENKKHDG_16674	CDS	174				hypothetical protein
IENKKHDG_16675	CDS	123				hypothetical protein
IENKKHDG_16676	CDS	129				hypothetical protein
IENKKHDG_16677	CDS	174				hypothetical protein
IENKKHDG_16678	CDS	123				hypothetical protein
IENKKHDG_16679	CDS	129				hypothetical protein
IENKKHDG_16680	CDS	174				hypothetical protein
IENKKHDG_16681	CDS	123				hypothetical protein
IENKKHDG_16682	CDS	129				hypothetical protein
IENKKHDG_16683	CDS	174				hypothetical protein
IENKKHDG_16684	CDS	174				hypothetical protein
IENKKHDG_16685	CDS	174				hypothetical protein
IENKKHDG_16686	CDS	123				hypothetical protein
IENKKHDG_16687	CDS	129				hypothetical protein
IENKKHDG_16688	CDS	174				hypothetical protein
IENKKHDG_16689	CDS	174				hypothetical protein
IENKKHDG_16690	CDS	174				hypothetical protein
IENKKHDG_16691	CDS	174				hypothetical protein
IENKKHDG_16692	CDS	123				hypothetical protein
